"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"202","Captain America: The First Avenger","/movies/?id=captainamerica.htm",176654505,"Paramount","July","Action / Adventure",125,"PG-13",140,"Joe Johnston"
"203","The Karate Kid","/movies/?id=karatekid2010.htm",176591618,"Sony / Columbia","June","Action Drama",140,"PG",40,"Harald Zwart"
"204","There's Something About Mary","/movies/?id=somethingaboutmary.htm",176484651,"Fox","July","Romantic Comedy",119,"R",23,"The Farrelly Bros."
"205","Ice Age","/movies/?id=iceage.htm",176387405,"Fox","March","Animation",81,"PG",59,"Carlos Saldanha"
"206","The Bourne Supremacy","/movies/?id=bournesupremacy.htm",176241941,"Universal","July","Action Thriller",108,"PG-13",75,"Paul Greengrass"
"207","The LEGO Batman Movie","/movies/?id=lego2.htm",175750384,"Warner Bros.","February","Animation",104,"PG",80,NA
"208","Get Out","/movies/?id=blumhouse2.htm",175484140,"Universal","February","Horror",103,"R",45,"Jordan Peele"
"209","Elf","/movies/?id=elf.htm",173398518,"New Line","November","Comedy",95,"PG",33,"Jon Favreau"
"210","National Treasure","/movies/?id=nationaltreasure.htm",173008894,"Buena Vista","November","Adventure",131,"PG",100,"Jon Turteltaub"
"211","Air Force One","/movies/?id=airforceone.htm",172956409,"Sony / Columbia","July","Action Thriller",124,"R",85,"Wolfgang Petersen"
"212","Tron Legacy","/movies/?id=tron2.htm",172062763,"Buena Vista","December","Sci-Fi Action",125,"PG",170,"Joseph Kosinski"
"213","The Matrix","/movies/?id=matrix.htm",171479930,"Warner Bros.","March","Sci-Fi Action",136,"R",63,"Lilly & Lana Wachowski"
"214","The Boss Baby","/movies/?id=bossbaby.htm",171466526,"Fox","March","Animation",97,"PG",NA,"Tom McGrath"
"215","True Grit","/movies/?id=truegrit2010.htm",171243005,"Paramount","December","Western",110,"PG-13",38,"Ethan Coen"
"216","Tarzan","/movies/?id=tarzan.htm",171091819,"Buena Vista","June","Animation",88,"G",130,"Chris Buck"
"217","A Beautiful Mind","/movies/?id=beautifulmind.htm",170742341,"Universal","December","Period Drama",136,"PG-13",58,"Ron Howard"
"218","Chicago","/movies/?id=chicago.htm",170687518,"Miramax","December","Musical",107,"PG-13",45,"Rob Marshall"
"219","The Help","/movies/?id=help2011.htm",169708112,"Buena Vista","August","Drama",137,"PG-13",25,"Tate Taylor"
"220","Hotel Transylvania 2","/movies/?id=hoteltransylvania2.htm",169700110,"Sony / Columbia","September","Animation",89,"PG",80,"Genndy Tartakovsky"
"221","Hidden Figures","/movies/?id=hiddenfigures.htm",169337652,"Fox","December","Drama",127,"PG",25,"Theodore Melfi"
"222","Bridesmaids","/movies/?id=wiigapatow.htm",169106725,"Universal","May","Comedy",125,"R",325,"Paul Feig"
"223","Quantum of Solace","/movies/?id=jamesbond22.htm",168368427,"Sony / Columbia","November","Action",106,"PG-13",200,"Marc Forster"
"224","Wild Hogs","/movies/?id=wildhogs.htm",168273550,"Buena Vista","March","Comedy",99,"PG-13",NA,"Walter Becker"
"225","Kong: Skull Island","/movies/?id=legendary2016.htm",167836305,"Warner Bros.","March","Action / Adventure",118,"PG-13",185,"Jordan Vogt-Roberts"
"226","Gone Girl","/movies/?id=gonegirl.htm",167767189,"Fox","October","Thriller",145,"R",61,"David Fincher"
"227","Casino Royale","/movies/?id=jamesbond21.htm",167445960,"Sony / Columbia","November","Action",144,"PG-13",150,"Martin Campbell"
"228","Meet the Parents","/movies/?id=meettheparents.htm",166244045,"Universal","October","Comedy",108,"PG-13",55,"Jay Roach"
"229","Fifty Shades of Grey","/movies/?id=fiftyshadesofgrey.htm",166167230,"Universal","February","Romance",125,"R",40,"Sam Taylor-Johnson"
"230","2012","/movies/?id=2012.htm",166112167,"Sony / Columbia","November","Action Drama",158,"PG-13",200,"Roland Emmerich"
"231","Kung Fu Panda 2","/movies/?id=kungfupanda2.htm",165249063,"Paramount (DreamWorks)","May","Animation",91,"PG",150,"Jennifer Yuh Nelson"
"232","Hannibal","/movies/?id=hannibal.htm",165092268,"MGM","February","Thriller",131,"R",87,"Ridley Scott"
"233","Catch Me If You Can","/movies/?id=catchmeifyoucan.htm",164615351,"DreamWorks","December","Comedy / Drama",140,"PG-13",52,"Steven Spielberg"
"234","The Proposal","/movies/?id=proposal.htm",163958031,"Buena Vista","June","Romantic Comedy",108,"PG-13",40,"Anne Fletcher"
"235","Wonder Woman","/movies/?id=wonderwoman.htm",163622503,"Warner Bros.","June","Action / Adventure",141,"PG-13",149,"Patty Jenkins"
"236","The Pursuit of Happyness","/movies/?id=pursuitofhappyness.htm",163566459,"Sony / Columbia","December","Drama",116,"PG-13",55,"Gabriele Muccino"
"237","Big Daddy","/movies/?id=bigdaddy.htm",163479795,"Sony / Columbia","June","Comedy",93,"PG-13",342,"Dennis Dugan"
"238","Clash of the Titans (2010)","/movies/?id=clashofthetitans10.htm",163214888,"Warner Bros.","April","Fantasy",118,"PG-13",125,"Louis Leterrier"
"239","The SpongeBob Movie: Sponge Out of Water","/movies/?id=spongebob2.htm",162994032,"Paramount","February","Animation",93,"PG",74,"Mike Mitchell"
"240","Django Unchained","/movies/?id=djangounchained.htm",162805434,"Weinstein Company","December","Western",165,"R",100,"Quentin Tarantino"
"241","A Bug's Life","/movies/?id=bugslife.htm",162798565,"Buena Vista","November","Animation",96,"G",120,"John Lasseter"
"242","The Polar Express","/movies/?id=polarexpress.htm",162775358,"Warner Bros.","November","Animation",100,"G",165,"Robert Zemeckis"
"243","Jason Bourne","/movies/?id=bourne5.htm",162434410,"Universal","July","Action",123,"PG-13",120,"Paul Greengrass"
"244","Grown Ups","/movies/?id=grownups.htm",162001186,"Sony / Columbia","June","Comedy",102,"PG-13",80,"Dennis Dugan"
"245","The Waterboy","/movies/?id=waterboy.htm",161491646,"Buena Vista","November","Sports Comedy",90,"PG-13",23,"Frank Coraci"
"246","Ice Age: Continental Drift","/movies/?id=iceage4.htm",161321843,"Fox","July","Animation",94,"PG",95,NA
"247","Straight Outta Compton","/movies/?id=straightouttacompton.htm",161197785,"Universal","August","Drama",147,"R",28,"F. Gary Gray"
"248","Die Another Day","/movies/?id=dieanotherday.htm",160942139,"MGM","November","Action",123,"PG-13",142,"Lee Tamahori"
"249","Shark Tale","/movies/?id=sharktale.htm",160861908,"DreamWorks","October","Animation",90,"PG",75,"Rob Letterman"
"250","The Heat","/movies/?id=bullockmccarthy.htm",159582188,"Fox","June","Comedy",117,"R",43,"Paul Feig"
"251","Star Trek Beyond","/movies/?id=startrek2016.htm",158848340,"Paramount","July","Sci-Fi Adventure",120,"PG-13",185,"Justin Lin"
"252","The Longest Yard","/movies/?id=longestyard05.htm",158119460,"Paramount","May","Sports Comedy",109,"PG-13",82,"Peter Segal"
"253","X-Men","/movies/?id=xmen.htm",157299717,"Fox","July","Action / Adventure",104,"PG-13",75,"Bryan Singer"
"254","Scary Movie","/movies/?id=scarymovie.htm",157019771,"Miramax","July","Horror Comedy",88,"R",19,"Keenen Ivory Wayans"
"255","What Lies Beneath","/movies/?id=whatliesbeneath.htm",155464351,"DreamWorks","July","Horror",130,"PG-13",100,"Robert Zemeckis"
"256","X-Men: Apocalypse","/movies/?id=x-men2016.htm",155442489,"Fox","May","Action / Adventure",143,"PG-13",178,"Bryan Singer"
"257","The Mummy","/movies/?id=mummy.htm",155385488,"Universal","May","Period Adventure",124,"PG-13",80,"Stephen Sommers"
"258","Snow White and the Huntsman","/movies/?id=snowwhiteandthehuntsman.htm",155332381,"Universal","June","Adventure",127,"PG-13",170,"Rupert Sanders"
"259","San Andreas","/movies/?id=sanandreas.htm",155190832,"Warner Bros. (New Line)","May","Action",114,"PG-13",110,"Brad Peyton"
"260","Fast and Furious","/movies/?id=fastandthefurious4.htm",155064265,"Universal","April","Action",99,"PG-13",85,"Justin Lin"
"261","Over the Hedge","/movies/?id=overthehedge.htm",155019340,"Paramount (DreamWorks)","May","Animation",87,"PG",NA,"Tim Johnson"
"262","Fantastic Four (2005)","/movies/?id=fantasticfour.htm",154696080,"Fox","July","Action / Adventure",123,"PG-13",100,"Tim Story"
"263","Dr. Seuss' Horton Hears a Who!","/movies/?id=hortonhearsawho.htm",154529439,"Fox","March","Animation",88,"G",85,"Jimmy Hayward"
"264","Jerry Maguire","/movies/?id=jerrymaguire.htm",153952592,"Sony / Columbia","December","Comedy / Drama",138,"R",50,"Cameron Crowe"
"265","Trolls","/movies/?id=trolls.htm",153707064,"Fox","November","Animation",94,"PG",125,"Mike Mitchell"
"266","Mad Max: Fury Road","/movies/?id=furyroad.htm",153636354,"Warner Bros.","May","Sci-Fi Action",120,"R",150,"George Miller"
"267","Scooby-Doo","/movies/?id=scoobydoo.htm",153294164,"Warner Bros.","June","Family Adventure",86,"PG",84,"Raja Gosnell"
"268","Sex and the City","/movies/?id=sexandthecity.htm",152647258,"Warner Bros. (New Line)","May","Romantic Comedy",135,"R",65,"Michael Patrick King"
"269","Runaway Bride","/movies/?id=runawaybride.htm",152257509,"Paramount","July","Romantic Comedy",116,"PG",70,"Garry Marshall"
"270","La La Land","/movies/?id=lalaland.htm",151101803,"Lionsgate/Summit","December","Musical",128,"PG-13",30,"Damien Chazelle"
"271","Divergent","/movies/?id=divergent.htm",150947895,"Lionsgate/Summit","March","Action / Adventure",143,"PG-13",85,"Neil Burger"
"272","We're the Millers","/movies/?id=werethemillers.htm",150394119,"Warner Bros. (New Line)","August","Comedy",110,"R",37,"Rawson Marshall Thurber"
"273","Terminator 3: Rise of the Machines","/movies/?id=terminator3.htm",150371112,"Warner Bros.","July","Sci-Fi Action",109,"R",200,NA
"274","Daddy's Home","/movies/?id=daddyshome.htm",150357137,"Paramount","December","Comedy",96,"PG-13",NA,"Sean Anders"
"275","G.I. Joe: The Rise of Cobra","/movies/?id=gijoe.htm",150201498,"Paramount","August","Action",118,"PG-13",175,"Stephen Sommers"
"276","Neighbors","/movies/?id=townies.htm",150157400,"Universal","May","Comedy",96,"R",18,"Nick Stoller"
"277","American Hustle","/movies/?id=davido2013.htm",150117807,"Sony / Columbia","December","Drama",138,"R",40,"David O. Russell"
"278","Puss in Boots","/movies/?id=pussinboots12.htm",149260504,"Paramount (DreamWorks)","October","Animation",90,"PG",130,"Chris Miller"
"279","Les Miserables (2012)","/movies/?id=lesmiserables2012.htm",148809770,"Universal","December","Musical",157,"PG-13",61,"Tom Hooper"
"280","Knocked Up","/movies/?id=knockedup.htm",148768917,"Universal","June","Romantic Comedy",129,"R",30,"Judd Apatow"
"281","As Good as It Gets","/movies/?id=asgoodasitgets.htm",148478011,"Sony / Columbia","December","Romantic Comedy",139,"PG-13",50,"James L. Brooks"
"282","Little Fockers","/movies/?id=meetthefockerssequel.htm",148438600,"Universal","December","Comedy",98,"PG-13",100,"Paul Weitz"
"283","Megamind","/movies/?id=mastermind.htm",148415853,"Paramount (DreamWorks)","November","Animation",96,"PG",130,"Tom McGrath"
"284","Hotel Transylvania","/movies/?id=hoteltransylvania.htm",148313048,"Sony / Columbia","September","Animation",91,"PG",85,"Genndy Tartakovsky"
"285","Talladega Nights: The Ballad of Ricky Bobby","/movies/?id=talladeganights.htm",148213377,"Sony / Columbia","August","Sports Comedy",110,"PG-13",725,"Adam McKay"
"286","Gran Torino","/movies/?id=grantorino.htm",148095302,"Warner Bros.","December","Action Drama",116,"R",33,"Clint Eastwood"
"287","X-Men: First Class","/movies/?id=xmenfirstclass.htm",146408305,"Fox","June","Action / Adventure",131,"PG-13",160,"Matthew Vaughn"
"288","Paul Blart: Mall Cop","/movies/?id=mallcop.htm",146336178,"Sony / Columbia","January","Comedy",87,"PG",26,"Steve Carr"
"289","Lilo & Stitch","/movies/?id=lilostitch.htm",145794338,"Buena Vista","June","Animation",85,"PG",80,"Dean DeBlois"
"290","American Pie 2","/movies/?id=americanpie2.htm",145103595,"Universal","August","Comedy",104,"R",30,NA
"291","Taken","/movies/?id=taken.htm",145000989,"Fox","January","Action",93,"PG-13",25,"Pierre Morel"
"292","The Great Gatsby (2013)","/movies/?id=greatgatsby2012.htm",144840419,"Warner Bros.","May","Drama",143,"PG-13",105,"Baz Luhrmann"
"293","I, Robot","/movies/?id=irobot.htm",144801023,"Fox","July","Sci-Fi Thriller",105,"PG-13",120,"Alex Proyas"
"294","The Fast and the Furious","/movies/?id=fastandfurious.htm",144533925,"Universal","June","Action",106,"PG-13",38,"Rob Cohen"
"295","Doctor Dolittle","/movies/?id=drdolittle.htm",144156605,"Fox","June","Family Comedy",85,"PG-13",NA,"Betty Thomas"
"296","Mamma Mia!","/movies/?id=mammamia.htm",144130063,"Universal","July","Musical",108,"PG-13",52,NA
"297","Rio","/movies/?id=rio.htm",143619809,"Fox","April","Animation",96,"G",90,"Carlos Saldanha"
"298","Kung Fu Panda 3","/movies/?id=kungfupanda3.htm",143528619,"Fox","January","Animation",95,"PG",NA,"Alessandro Carloni"
"299","Juno","/movies/?id=juno.htm",143495265,"Fox Searchlight","December","Comedy / Drama",91,"PG-13",75,"Jason Reitman"
"300","Marley and Me","/movies/?id=marleyandme.htm",143153751,"Fox","December","Comedy",120,"PG",NA,"David Frankel"
"301","The Smurfs","/movies/?id=smurfs.htm",142614158,"Sony / Columbia","July","Family Comedy",86,"PG",110,"Raja Gosnell"
"302","XXX","/movies/?id=xxx.htm",142109382,"Sony (Revolution)","August","Action",113,"PG-13",70,"Rob Cohen"
"303","The Chronicles of Narnia: Prince Caspian","/movies/?id=narnia2.htm",141621490,"Buena Vista","May","Fantasy",140,"PG",225,"Andrew Adamson"
"304","Slumdog Millionaire","/movies/?id=slumdogmillionaire.htm",141319928,"Fox Searchlight","November","Drama",120,"R",15,"Danny Boyle"
"305","Rush Hour","/movies/?id=rushhour.htm",141186864,"New Line","September","Action Comedy",97,"PG-13",33,"Brett Ratner"
"306","The Blair Witch Project","/movies/?id=blairwitchproject.htm",140539099,"Artisan","July","Horror",86,"R",60000,NA
"307","Deep Impact","/movies/?id=deepimpact.htm",140464664,"Paramount","May","Action Drama",120,"PG-13",NA,"Mimi Leder"
"308","Rush Hour 3","/movies/?id=rushhour3.htm",140125968,"New Line","August","Action Comedy",90,"PG-13",140,"Brett Ratner"
"309","Stuart Little","/movies/?id=stuartlittle.htm",140035367,"Sony / Columbia","December","Family Adventure",84,"PG",133,"Rob Minkoff"
"310","Taken 2","/movies/?id=taken2.htm",139854287,"Fox","October","Action",91,"PG-13",45,"Olivier Megaton"
"311","The Matrix Revolutions","/movies/?id=matrixrevolutions.htm",139313948,"Warner Bros.","November","Sci-Fi Action",135,"R",150,"Lilly & Lana Wachowski"
"312","The Santa Clause 2","/movies/?id=santaclause2.htm",139236327,"Buena Vista","November","Family Comedy",105,"G",65,"Michael Lembeck"
"313","Cheaper by the Dozen","/movies/?id=cheaperbythedozen.htm",138614544,"Fox","December","Family Comedy",98,"PG",40,"Shawn Levy"
"314","Bad Boys II","/movies/?id=badboys2.htm",138608444,"Sony / Columbia","July","Action Comedy",147,"R",130,"Michael Bay"
"315","21 Jump Street","/movies/?id=21jumpstreet.htm",138447667,"Sony / Columbia","March","Action Comedy",109,"R",42,"Phil Lord"
"316","Good Will Hunting","/movies/?id=goodwillhunting.htm",138433435,"Miramax","December","Drama",126,"R",NA,"Gus Van Sant"
"317","Star Wars (Special Edition)","/movies/?id=starwars4se.htm",138257865,"Fox","January","Sci-Fi Fantasy",125,"PG",NA,NA
"318","Split","/movies/?id=split2017.htm",138141585,"Universal","January","Horror Thriller",117,"PG-13",9,"M. Night Shyamalan"
"319","A Christmas Carol (2009)","/movies/?id=christmascarol09.htm",137855863,"Buena Vista","November","Animation",96,"PG",200,"Robert Zemeckis"
"320","Dinosaur","/movies/?id=dinosaur.htm",137748063,"Buena Vista","May","Animation",82,"PG",1275,NA
"321","The Conjuring","/movies/?id=conjuring.htm",137400141,"Warner Bros. (New Line)","July","Horror",112,"R",20,"James Wan"
"322","Click","/movies/?id=click.htm",137355633,"Sony (Revolution)","June","Fantasy Comedy",97,"PG-13",825,"Frank Coraci"
"323","The Green Mile","/movies/?id=greenmile.htm",136801374,"Warner Bros.","December","Period Drama",188,"R",60,"Frank Darabont"
"324","Ransom","/movies/?id=ransom.htm",136492681,"Buena Vista","November","Thriller",121,"R",NA,"Ron Howard"
"325","Godzilla","/movies/?id=godzilla.htm",136314294,"Sony / Columbia","May","Sci-Fi Action",140,"PG-13",130,"Roland Emmerich"
"326","101 Dalmatians (1996)","/movies/?id=101dalmatiansliveaction.htm",136189294,"Buena Vista","November","Family Comedy",103,"G",NA,NA
"327","Argo","/movies/?id=argo.htm",136025503,"Warner Bros.","October","Drama / Thriller",120,"R",445,"Ben Affleck"
"328","Anger Management","/movies/?id=angermanagement.htm",135645823,"Sony (Revolution)","April","Comedy",101,"PG-13",75,"Peter Segal"
"329","The King's Speech","/movies/?id=kingsspeech.htm",135453143,"Weinstein Company","November","Historical Drama",118,"R",15,"Tom Hooper"
"330","Chicken Little","/movies/?id=chickenlittle.htm",135386665,"Buena Vista","November","Animation",81,"G",150,NA
"331","Patch Adams","/movies/?id=patchadams.htm",135026902,"Universal","December","Comedy / Drama",115,"PG-13",90,"Tom Shadyac"
"332","Ride Along","/movies/?id=ridealong.htm",134938200,"Universal","January","Comedy",100,"PG-13",25,"Tim Story"
"333","The Incredible Hulk","/movies/?id=incrediblehulk.htm",134806913,"Universal","June","Action / Adventure",114,"PG-13",150,"Louis Leterrier"
"334","Live Free or Die Hard","/movies/?id=diehard4.htm",134529403,"Fox","June","Action",130,"PG-13",110,"Len Wiseman"
"335","Wanted","/movies/?id=wanted.htm",134508551,"Universal","June","Action / Adventure",108,"R",75,"Timur Bekmambetov"
"336","Identity Thief","/movies/?id=identitythief.htm",134506920,"Universal","February","Comedy",111,"R",35,"Seth Gordon"
"337","The Rock","/movies/?id=rock.htm",134069511,"Buena Vista","June","Action",136,"R",75,"Michael Bay"
"338","Mission: Impossible III","/movies/?id=mi3.htm",134029801,"Paramount","May","Action",126,"PG-13",150,"J.J. Abrams"
"339","Grown Ups 2","/movies/?id=grownups2.htm",133668525,"Sony / Columbia","July","Comedy",101,"PG-13",80,"Dennis Dugan"
"340","Troy","/movies/?id=troy.htm",133378256,"Warner Bros.","May","Historical Epic",163,"R",175,"Wolfgang Petersen"
"341","Angels & Demons","/movies/?id=angelsanddemons.htm",133375846,"Sony / Columbia","May","Thriller",140,"PG-13",150,"Ron Howard"
"342","Alvin and the Chipmunks: Chipwrecked","/movies/?id=alvin3d.htm",133110742,"Fox","December","Family Comedy",87,"G",75,"Mike Mitchell"
